brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source
Audi,Q5,2011,13,5184,398.7692307692308,1.6,Petrol,Automatic,Excellent,4,0,White,Sedan,1,34.6,44352,44352.0,Premium,Luxury,0.3695701614737321,0.6304298385262679,864,0.03018867924528302,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2012,12,15402,1283.5,3.0,Petrol,Automatic,Good,3,1,White,Sedan,0,21.0,23347,23347.0,Mid-Range,Mid-Market,0.5068958962553065,0.4931041037446935,660,0.057692307692307696,1.0,Dataset1_Kaggle_Style
Audi,A3,2022,2,34165,17082.5,2.7,Diesel,Automatic,Good,3,4,Red,Hatchback,1,38.6,40775,40775.0,Premium,Luxury,0.08933556672250142,0.9106644332774986,1733,0.06428571428571428,1.0,Dataset1_Kaggle_Style
Chevrolet,Equinox,2017,7,93713,13387.57142857143,1.4,Petrol,Automatic,Fair,2,5,Silver,Wagon,0,38.4,8974,8974.0,Budget,Budget,0.6093845216331506,0.3906154783668494,733,0.029787234042553193,1.0,Dataset1_Kaggle_Style
BMW,7 Series,2013,11,35176,3197.818181818182,1.4,Petrol,Automatic,Excellent,4,1,White,Coupe,1,28.4,46790,46790.0,Premium,Luxury,0.31981392644279694,0.6801860735572031,846,0.027450980392156862,1.0,Dataset1_Kaggle_Style
Toyota,Camry,2014,10,68923,6892.3,2.7,Petrol,Automatic,Good,3,1,Gray,Convertible,0,35.2,27323,27323.0,Premium,Mid-Market,0.4226274750121506,0.5773725249878494,642,0.054,1.0,Dataset1_Kaggle_Style
BMW,X1,2013,11,7480,680.0,1.2,Petrol,Manual,Fair,2,3,Black,SUV,1,41.2,27997,27997.0,Premium,Mid-Market,0.440026401584095,0.559973598415905,827,0.023529411764705882,1.0,Dataset1_Kaggle_Style
Ford,Focus,2019,5,14545,2909.0,3.0,Diesel,Automatic,Good,3,5,Black,Convertible,0,38.0,27113,27113.0,Premium,Mid-Market,0.2694473634575486,0.7305526365424514,990,0.06666666666666667,1.0,Dataset1_Kaggle_Style
Chevrolet,Malibu,2006,18,65796,3655.3333333333335,1.6,Hybrid,Manual,Excellent,4,5,Red,Coupe,0,48.2,10146,10146.0,Mid-Range,Economy,0.7801326225458328,0.21986737745416718,576,0.027586206896551724,1.0,Dataset1_Kaggle_Style
Volkswagen,Tiguan,2017,7,9000,1285.7142857142858,2.0,Petrol,Manual,Excellent,4,0,Black,Wagon,0,27.0,31634,31634.0,Premium,Mid-Market,0.3067887978261822,0.6932112021738178,779,0.0425531914893617,1.0,Dataset1_Kaggle_Style
Ford,Focus,2006,18,21643,1202.388888888889,1.4,Diesel,Manual,Fair,2,0,Green,Hatchback,0,44.2,6970,6970.0,Budget,Budget,0.8377938096346288,0.1622061903653712,564,0.02413793103448276,1.0,Dataset1_Kaggle_Style
Mercedes,GLC,2023,1,15385,15385.0,1.4,Petrol,Automatic,Fair,2,2,Brown,Convertible,1,31.4,56791,56791.0,Luxury,Luxury,0.03401881240325899,0.965981187596741,1607,0.03414634146341464,1.0,Dataset1_Kaggle_Style
Hyundai,Elantra,2006,18,21528,1196.0,1.4,Hybrid,Automatic,Fair,2,5,Blue,Sedan,0,48.8,8324,8324.0,Budget,Budget,0.8122010648858407,0.18779893511415935,564,0.02413793103448276,1.0,Dataset1_Kaggle_Style
Audi,A6,2007,17,61605,3623.823529411765,4.0,Diesel,Manual,Excellent,4,1,Brown,SUV,1,35.0,45734,45734.0,Premium,Luxury,0.42641783931572474,0.5735821606842753,1080,0.07017543859649122,1.0,Dataset1_Kaggle_Style
Audi,A4,2010,14,22931,1637.9285714285713,3.5,Electric,Automatic,Fair,2,2,Black,SUV,1,139.0,45112,45112.0,Premium,Luxury,0.3829740671845935,0.6170259328154065,1035,0.06481481481481481,1.0,Dataset1_Kaggle_Style
Hyundai,Elantra,2007,17,40513,2383.1176470588234,5.0,Electric,Automatic,Good,3,5,Red,Wagon,0,138.0,21316,21316.0,Mid-Range,Mid-Market,0.6146503724058139,0.3853496275941861,780,0.08771929824561403,1.0,Dataset1_Kaggle_Style
Honda,Ridgeline,2014,10,5264,526.4,5.0,Petrol,Automatic,Good,3,0,Brown,Coupe,0,15.0,37168,37168.0,Premium,Mid-Market,0.34984606773019866,0.6501539322698013,780,0.1,1.0,Dataset1_Kaggle_Style
Volkswagen,Tiguan,2010,14,81742,5838.714285714285,1.2,Diesel,Manual,Poor,1,0,Red,Coupe,0,42.6,9745,9745.0,Budget,Budget,0.7418201086236588,0.25817989137634123,552,0.022222222222222223,1.0,Dataset1_Kaggle_Style
Mercedes,GLC,2020,4,23092,5773.0,2.7,Petrol,Manual,Good,3,5,Red,Hatchback,1,35.2,37710,37710.0,Premium,Luxury,0.17501640778823013,0.8249835922117699,1540,0.06136363636363636,1.0,Dataset1_Kaggle_Style
Volkswagen,Jetta,2021,3,52282,17427.333333333332,3.0,Petrol,Automatic,Fair,2,2,Green,Coupe,0,27.0,26977,26977.0,Premium,Mid-Market,0.1819449919640962,0.8180550080359038,1122,0.06976744186046512,1.0,Dataset1_Kaggle_Style
Chevrolet,Traverse,2023,1,64620,64620.0,2.7,Petrol,Automatic,Fair,2,0,Brown,Convertible,0,35.2,25364,25364.0,Premium,Mid-Market,0.0730887297178775,0.9269112702821225,1219,0.06585365853658537,1.0,Dataset1_Kaggle_Style
Toyota,Corolla,2007,17,11764,692.0,3.5,Petrol,Automatic,Good,3,0,Gray,SUV,0,22.0,27857,27857.0,Premium,Mid-Market,0.5496548490874114,0.45034515091258864,690,0.06140350877192982,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2022,2,108000,54000.0,1.4,Diesel,Automatic,Good,3,3,Blue,Hatchback,0,39.2,19951,19951.0,Mid-Range,Economy,0.16700764059955742,0.8329923594004426,1015,0.03333333333333333,1.0,Dataset1_Kaggle_Style
Nissan,Maxima,2011,13,47884,3683.3846153846152,2.4,Petrol,Automatic,Good,3,4,Green,Coupe,0,28.4,17587,17587.0,Mid-Range,Economy,0.5965081331589694,0.40349186684103056,624,0.045283018867924525,1.0,Dataset1_Kaggle_Style
Mercedes,C-Class,2013,11,27994,2544.909090909091,4.0,Hybrid,Manual,Fair,2,5,Brown,Sedan,1,40.0,30950,30950.0,Premium,Luxury,0.41548630783758267,0.5845136921624173,1080,0.0784313725490196,1.0,Dataset1_Kaggle_Style
Hyundai,Tucson,2016,8,10065,1258.125,3.5,Diesel,Automatic,Good,3,3,White,SUV,0,38.0,28973,28973.0,Premium,Mid-Market,0.35576901696573504,0.644230983034265,827,0.07291666666666667,1.0,Dataset1_Kaggle_Style
Ford,Explorer,2009,15,142625,9508.333333333334,1.2,Diesel,Automatic,Fair,2,4,Silver,Hatchback,0,44.6,4533,4533.0,Budget,Budget,0.8687342541916427,0.13126574580835726,552,0.02181818181818182,1.0,Dataset1_Kaggle_Style
Chevrolet,Tahoe,2007,17,70338,4137.529411764706,1.6,Petrol,Manual,Excellent,4,5,Black,SUV,0,35.6,10575,10575.0,Mid-Range,Economy,0.7627593942793045,0.2372406057206955,576,0.028070175438596492,1.0,Dataset1_Kaggle_Style
Audi,A4,2015,9,11661,1295.6666666666667,5.0,Petrol,Manual,Good,3,3,Gray,Convertible,1,18.0,58203,58203.0,Luxury,Luxury,0.23621117278847292,0.7637888272115271,1287,0.10204081632653061,1.0,Dataset1_Kaggle_Style
Audi,Q7,2008,16,20602,1287.625,2.0,Petrol,Automatic,Good,3,3,White,Wagon,1,38.0,25637,25637.0,Premium,Mid-Market,0.5551989173621111,0.44480108263788887,900,0.03571428571428571,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2009,15,82950,5530.0,4.0,Petrol,Automatic,Good,3,5,Red,Coupe,0,25.0,18956,18956.0,Mid-Range,Economy,0.6127951630035133,0.38720483699648667,720,0.07272727272727272,1.0,Dataset1_Kaggle_Style
BMW,X5,2005,19,59483,3130.684210526316,1.8,Diesel,Manual,Fair,2,1,White,Wagon,1,38.4,16034,16034.0,Mid-Range,Economy,0.7032609097975349,0.29673909020246514,882,0.030508474576271188,1.0,Dataset1_Kaggle_Style
Ford,Edge,2022,2,72575,36287.5,3.0,Diesel,Manual,Excellent,4,2,Green,Coupe,0,35.0,28466,28466.0,Premium,Mid-Market,0.12320581531448282,0.8767941846855172,1188,0.07142857142857142,1.0,Dataset1_Kaggle_Style
Hyundai,Tucson,2016,8,29098,3637.25,3.5,Petrol,Manual,Good,3,5,White,Coupe,0,33.0,19305,19305.0,Mid-Range,Economy,0.4531935986404192,0.5468064013595808,827,0.07291666666666667,1.0,Dataset1_Kaggle_Style
Hyundai,Accent,2017,7,63022,9003.142857142857,1.6,Diesel,Automatic,Good,3,3,Blue,Sedan,0,36.8,14968,14968.0,Mid-Range,Economy,0.4832919083126208,0.5167080916873792,748,0.03404255319148936,1.0,Dataset1_Kaggle_Style
Honda,Ridgeline,2013,11,24428,2220.7272727272725,1.8,Petrol,Automatic,Good,3,1,Red,Convertible,0,25.8,30902,30902.0,Premium,Mid-Market,0.41586329439340664,0.5841367056065934,588,0.03529411764705882,1.0,Dataset1_Kaggle_Style
Honda,Accord,2006,18,11866,659.2222222222222,1.6,Petrol,Automatic,Good,3,3,Gray,Sedan,0,29.6,13478,13478.0,Mid-Range,Economy,0.7275961033186467,0.27240389668135334,576,0.027586206896551724,1.0,Dataset1_Kaggle_Style
BMW,X3,2009,15,50075,3338.3333333333335,2.7,Petrol,Automatic,Fair,2,2,Brown,Convertible,1,28.2,33074,33074.0,Premium,Luxury,0.47563179757110696,0.524368202428893,963,0.04909090909090909,1.0,Dataset1_Kaggle_Style
Hyundai,Santa Fe,2017,7,186514,26644.85714285714,2.7,Petrol,Automatic,Good,3,1,Gray,Convertible,0,35.2,20075,20075.0,Mid-Range,Mid-Market,0.41085840058694056,0.5891415994130594,834,0.0574468085106383,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2020,4,18596,4649.0,1.4,Diesel,Manual,Good,3,5,Red,Convertible,0,44.2,25698,25698.0,Premium,Mid-Market,0.23740281322333667,0.7625971867766633,902,0.031818181818181815,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2020,4,30899,7724.75,1.0,Diesel,Automatic,Good,3,4,Black,Coupe,0,39.0,23646,23646.0,Mid-Range,Mid-Market,0.25279656196675726,0.7472034380332427,864,0.022727272727272728,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2007,17,56043,3296.6470588235293,2.0,Diesel,Manual,Good,3,2,Brown,Coupe,0,41.0,13960,13960.0,Mid-Range,Economy,0.7089241034195163,0.2910758965804837,600,0.03508771929824561,1.0,Dataset1_Kaggle_Style
Audi,Q5,2008,16,38990,2436.875,1.2,Petrol,Manual,Good,3,0,Gray,Coupe,1,41.2,26782,26782.0,Premium,Mid-Market,0.5443843353407506,0.4556156646592494,827,0.02142857142857143,1.0,Dataset1_Kaggle_Style
Toyota,Camry,2015,9,92711,10301.222222222223,1.2,Petrol,Manual,Good,3,5,Gray,Sedan,0,29.2,12368,12368.0,Mid-Range,Economy,0.5927291886195996,0.40727081138040044,607,0.024489795918367346,1.0,Dataset1_Kaggle_Style
Ford,Edge,2018,6,71720,11953.333333333334,1.4,Petrol,Automatic,Excellent,4,5,Black,Hatchback,0,39.4,14533,14533.0,Mid-Range,Economy,0.45226698827874723,0.5477330117212528,789,0.030434782608695653,1.0,Dataset1_Kaggle_Style
Mercedes,S-Class,2007,17,3003,176.64705882352942,2.7,Electric,Automatic,Excellent,4,5,Black,Wagon,1,113.0,42495,42495.0,Premium,Luxury,0.44447349499967315,0.5555265050003269,963,0.04736842105263158,1.0,Dataset1_Kaggle_Style
BMW,7 Series,2020,4,322555,80638.75,1.4,Petrol,Automatic,Good,3,1,Brown,Convertible,1,33.4,22592,22592.0,Mid-Range,Mid-Market,0.2615062761506276,0.7384937238493724,1353,0.031818181818181815,1.0,Dataset1_Kaggle_Style
Ford,Edge,2019,5,69797,13959.4,2.4,Petrol,Automatic,Fair,2,0,Green,Sedan,0,29.4,19363,19363.0,Mid-Range,Economy,0.34056465619997955,0.6594353438000204,936,0.05333333333333334,1.0,Dataset1_Kaggle_Style
Audi,Q5,2014,10,99719,9971.9,3.5,Hybrid,Manual,Excellent,4,1,Gray,Coupe,1,40.5,55368,55368.0,Luxury,Luxury,0.26536461097548036,0.7346353890245196,1035,0.07,1.0,Dataset1_Kaggle_Style
Honda,Fit,2013,11,52662,4787.454545454545,3.5,Diesel,Automatic,Good,3,4,Gray,Wagon,0,35.0,21046,21046.0,Mid-Range,Mid-Market,0.5110811689820192,0.48891883101798084,690,0.06862745098039216,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2015,9,96996,10777.333333333334,3.0,Diesel,Automatic,Excellent,4,1,Gray,Coupe,0,38.0,33218,33218.0,Premium,Mid-Market,0.35143894724510916,0.6485610527548908,726,0.061224489795918366,1.0,Dataset1_Kaggle_Style
Toyota,Prius,2020,4,5960,1490.0,2.7,Electric,Manual,Poor,1,5,Black,Hatchback,0,139.0,14428,14428.0,Mid-Range,Economy,0.35669698591046906,0.643303014089531,1027,0.06136363636363636,1.0,Dataset1_Kaggle_Style
Ford,Focus,2014,10,21365,2136.5,1.0,Petrol,Automatic,Fair,2,3,Gray,Coupe,0,32.0,12408,12408.0,Mid-Range,Economy,0.6171315724512466,0.3828684275487534,540,0.02,1.0,Dataset1_Kaggle_Style
Ford,F-150,2021,3,104543,34847.666666666664,2.4,Petrol,Automatic,Good,3,0,White,Convertible,0,30.4,25779,25779.0,Premium,Mid-Market,0.18880392712168415,0.8111960728783159,1060,0.05581395348837209,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2023,1,11260,11260.0,2.4,Petrol,Manual,Good,3,0,White,SUV,0,36.4,34356,34356.0,Premium,Mid-Market,0.055011552426009414,0.9449884475739906,1185,0.05853658536585366,1.0,Dataset1_Kaggle_Style
Nissan,Titan,2006,18,4073,226.27777777777777,2.7,Petrol,Manual,Fair,2,1,Black,Wagon,0,36.2,11930,11930.0,Mid-Range,Economy,0.7510953473815982,0.24890465261840178,642,0.04655172413793104,1.0,Dataset1_Kaggle_Style
Ford,Focus,2006,18,77586,4310.333333333333,3.5,Petrol,Automatic,Excellent,4,3,Black,Coupe,0,19.0,18097,18097.0,Mid-Range,Economy,0.6654712830656044,0.33452871693439556,690,0.0603448275862069,1.0,Dataset1_Kaggle_Style
Hyundai,Accent,2010,14,90238,6445.571428571428,1.8,Petrol,Manual,Poor,1,3,Black,Hatchback,0,29.8,5028,5028.0,Budget,Budget,0.8477655322756449,0.15223446772435512,588,0.03333333333333333,1.0,Dataset1_Kaggle_Style
Audi,A3,2023,1,8875,8875.0,3.5,Diesel,Automatic,Good,3,1,Silver,Wagon,1,32.0,58528,58528.0,Luxury,Luxury,0.033042558815754686,0.9669574411842453,1966,0.08536585365853659,1.0,Dataset1_Kaggle_Style
Toyota,Sienna,2012,12,96326,8027.166666666667,3.0,Petrol,Automatic,Excellent,4,2,Brown,SUV,0,29.0,30282,30282.0,Premium,Mid-Market,0.44213551453520505,0.557864485464795,660,0.057692307692307696,1.0,Dataset1_Kaggle_Style
Nissan,Rogue,2007,17,58040,3414.1176470588234,3.0,Petrol,Automatic,Good,3,4,Black,Wagon,0,31.0,13312,13312.0,Mid-Range,Economy,0.7186337504227258,0.2813662495772742,660,0.05263157894736842,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2018,6,36707,6117.833333333333,2.7,Diesel,Manual,Good,3,1,Green,Convertible,0,37.6,36195,36195.0,Premium,Mid-Market,0.2489884842826019,0.7510115157173981,898,0.058695652173913045,1.0,Dataset1_Kaggle_Style
Nissan,Altima,2020,4,88671,22167.75,2.0,Petrol,Automatic,Poor,1,5,Silver,Convertible,0,25.0,13558,13558.0,Mid-Range,Economy,0.3710919380276464,0.6289080619723536,960,0.045454545454545456,1.0,Dataset1_Kaggle_Style
Ford,Escape,2005,19,27171,1430.0526315789473,2.0,Diesel,Automatic,Fair,2,3,Black,Convertible,0,35.0,10641,10641.0,Mid-Range,Economy,0.7812339384469892,0.21876606155301082,600,0.03389830508474576,1.0,Dataset1_Kaggle_Style
Hyundai,Sonata,2007,17,10783,634.2941176470588,1.0,Electric,Automatic,Good,3,4,Red,Hatchback,0,104.0,10811,10811.0,Mid-Range,Economy,0.7587422731025864,0.24125772689741365,540,0.017543859649122806,1.0,Dataset1_Kaggle_Style
BMW,5 Series,2022,2,16763,8381.5,2.0,Diesel,Automatic,Good,3,1,Blue,SUV,1,39.0,61962,61962.0,Luxury,Luxury,0.06064097510687971,0.9393590248931203,1620,0.047619047619047616,1.0,Dataset1_Kaggle_Style
Ford,Edge,2013,11,35176,3197.818181818182,1.6,Petrol,Automatic,Fair,2,4,Gray,Convertible,0,40.6,13402,13402.0,Mid-Range,Economy,0.6214338172984577,0.3785661827015423,576,0.03137254901960784,1.0,Dataset1_Kaggle_Style
Audi,A6,2010,14,37892,2706.5714285714284,1.6,Hybrid,Automatic,Good,3,2,Gray,Coupe,1,51.2,32365,32365.0,Premium,Luxury,0.4638449432618239,0.5361550567381761,864,0.02962962962962963,1.0,Dataset1_Kaggle_Style
BMW,5 Series,2005,19,81886,4309.789473684211,1.2,Petrol,Automatic,Good,3,3,White,SUV,1,35.2,18364,18364.0,Mid-Range,Economy,0.6741891987793627,0.3258108012206373,827,0.020338983050847456,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2014,10,78355,7835.5,4.0,Diesel,Automatic,Good,3,2,Red,Convertible,0,36.0,33354,33354.0,Premium,Mid-Market,0.37485474378678263,0.6251452562132174,720,0.08,1.0,Dataset1_Kaggle_Style
Volkswagen,Jetta,2010,14,43537,3109.785714285714,1.6,Petrol,Automatic,Good,3,2,Blue,SUV,0,37.6,19275,19275.0,Mid-Range,Economy,0.59227921734532,0.40772078265468004,576,0.02962962962962963,1.0,Dataset1_Kaggle_Style
Audi,A4,2016,8,75885,9485.625,1.8,Petrol,Automatic,Fair,2,3,Gray,Wagon,1,26.8,22564,22564.0,Mid-Range,Mid-Market,0.4148947204646821,0.5851052795353179,1058,0.0375,1.0,Dataset1_Kaggle_Style
Hyundai,Tucson,2008,16,10645,665.3125,5.0,Electric,Automatic,Good,3,5,Gray,Coupe,0,127.0,27086,27086.0,Premium,Mid-Market,0.5415834546254612,0.4584165453745388,780,0.08928571428571429,1.0,Dataset1_Kaggle_Style
BMW,X1,2017,7,2568,366.85714285714283,1.8,Petrol,Automatic,Good,3,2,Silver,Sedan,1,30.8,43448,43448.0,Premium,Luxury,0.2436986492132015,0.7563013507867985,1146,0.03829787234042553,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2021,3,103428,34476.0,1.8,Diesel,Manual,Fair,2,1,White,Convertible,0,35.4,25993,25993.0,Premium,Mid-Market,0.18754102459913102,0.812458975400869,999,0.04186046511627907,1.0,Dataset1_Kaggle_Style
Ford,Escape,2012,12,3928,327.3333333333333,1.6,Petrol,Automatic,Excellent,4,1,Silver,Coupe,0,26.6,22953,22953.0,Mid-Range,Mid-Market,0.51114944731966,0.48885055268033994,576,0.03076923076923077,1.0,Dataset1_Kaggle_Style
Hyundai,Accent,2007,17,14163,833.1176470588235,1.0,Diesel,Manual,Good,3,4,Green,Hatchback,0,45.0,8515,8515.0,Budget,Budget,0.7997177466776432,0.20028225332235683,540,0.017543859649122806,1.0,Dataset1_Kaggle_Style
Volkswagen,Jetta,2016,8,59424,7428.0,3.5,Electric,Automatic,Fair,2,1,Green,Wagon,0,100.0,30571,30571.0,Premium,Mid-Market,0.3435614438169676,0.6564385561830324,827,0.07291666666666667,1.0,Dataset1_Kaggle_Style
Chevrolet,Cruze,2011,13,26334,2025.6923076923076,2.7,Petrol,Manual,Good,3,1,Silver,Convertible,0,32.2,20550,20550.0,Mid-Range,Mid-Market,0.5585392051557465,0.4414607948442535,642,0.0509433962264151,1.0,Dataset1_Kaggle_Style
Chevrolet,Silverado,2016,8,104500,13062.5,1.4,Petrol,Automatic,Good,3,4,White,Sedan,0,38.4,12268,12268.0,Mid-Range,Economy,0.5660110372152257,0.4339889627847743,676,0.029166666666666667,1.0,Dataset1_Kaggle_Style
Audi,Q3,2006,18,17689,982.7222222222222,1.2,Diesel,Automatic,Good,3,0,Blue,Wagon,1,36.6,22988,22988.0,Mid-Range,Mid-Market,0.610293619041161,0.389706380958839,827,0.020689655172413793,1.0,Dataset1_Kaggle_Style
Ford,Focus,2018,6,597,99.5,3.0,Hybrid,Automatic,Fair,2,3,White,Coupe,0,41.0,19566,19566.0,Mid-Range,Economy,0.38015586390420075,0.6198441360957992,924,0.06521739130434782,1.0,Dataset1_Kaggle_Style
Honda,Accord,2009,15,17880,1192.0,2.4,Petrol,Automatic,Good,3,1,Black,Wagon,0,23.4,17157,17157.0,Mid-Range,Economy,0.6361727845282779,0.36382721547172214,624,0.04363636363636364,1.0,Dataset1_Kaggle_Style
Mercedes,S-Class,2013,11,43146,3922.3636363636365,3.0,Diesel,Manual,Excellent,4,4,Brown,Coupe,1,39.0,53799,53799.0,Luxury,Luxury,0.2902412960593148,0.7097587039406852,990,0.058823529411764705,1.0,Dataset1_Kaggle_Style
Ford,F-150,2015,9,23575,2619.4444444444443,1.2,Petrol,Automatic,Excellent,4,2,Silver,SUV,0,28.2,21234,21234.0,Mid-Range,Mid-Market,0.45878574705612474,0.5412142529438753,607,0.024489795918367346,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2009,15,38272,2551.4666666666667,3.0,Petrol,Automatic,Fair,2,2,Black,Convertible,0,26.0,20904,20904.0,Mid-Range,Mid-Market,0.5893446487505893,0.41065535124941066,660,0.05454545454545454,1.0,Dataset1_Kaggle_Style
BMW,5 Series,2007,17,104615,6153.823529411765,3.5,Petrol,Automatic,Good,3,5,White,Sedan,1,19.0,24516,24516.0,Mid-Range,Mid-Market,0.5810376649121608,0.4189623350878392,1035,0.06140350877192982,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2021,3,121797,40599.0,3.0,Diesel,Manual,Fair,2,1,White,Hatchback,0,35.0,20307,20307.0,Mid-Range,Mid-Market,0.22807617744326603,0.771923822556734,1122,0.06976744186046512,1.0,Dataset1_Kaggle_Style
Toyota,Highlander,2006,18,15460,858.8888888888889,4.0,Hybrid,Manual,Good,3,3,Gray,SUV,0,43.0,24201,24201.0,Mid-Range,Mid-Market,0.5979967110180894,0.4020032889819106,720,0.06896551724137931,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2005,19,31007,1631.9473684210527,3.0,Petrol,Automatic,Good,3,4,Green,Convertible,0,26.0,21009,21009.0,Mid-Range,Mid-Market,0.6439695639648189,0.35603043603518114,660,0.05084745762711865,1.0,Dataset1_Kaggle_Style
BMW,X3,2011,13,39830,3063.846153846154,3.5,Petrol,Manual,Fair,2,5,Blue,Sedan,1,21.0,24428,24428.0,Mid-Range,Mid-Market,0.5155865788847466,0.48441342111525343,1035,0.0660377358490566,1.0,Dataset1_Kaggle_Style
Nissan,Altima,2018,6,148906,24817.666666666668,3.5,Diesel,Manual,Excellent,4,5,Silver,SUV,0,36.0,23866,23866.0,Mid-Range,Mid-Market,0.3345787096414431,0.6654212903585569,965,0.07608695652173914,1.0,Dataset1_Kaggle_Style
Audi,A3,2009,15,329186,21945.733333333334,1.6,Petrol,Manual,Excellent,4,4,Green,Sedan,1,40.6,1029,1029.0,Budget,Budget,0.9668374746205163,0.03316252537948372,864,0.02909090909090909,1.0,Dataset1_Kaggle_Style
Nissan,Pathfinder,2023,1,13420,13420.0,3.5,Hybrid,Automatic,Good,3,4,Red,Wagon,0,35.5,28034,28034.0,Premium,Mid-Market,0.06659119664380364,0.9334088033561964,1311,0.08536585365853659,1.0,Dataset1_Kaggle_Style
BMW,X1,2015,9,64910,7212.222222222223,1.4,Petrol,Manual,Excellent,4,4,White,Sedan,1,40.4,30353,30353.0,Premium,Luxury,0.3722623208487581,0.6277376791512419,930,0.02857142857142857,1.0,Dataset1_Kaggle_Style
Chevrolet,Tahoe,2006,18,23743,1319.0555555555557,2.0,Petrol,Automatic,Good,3,4,Gray,SUV,0,30.0,12340,12340.0,Mid-Range,Economy,0.7447248655357881,0.2552751344642119,600,0.034482758620689655,1.0,Dataset1_Kaggle_Style
Ford,Focus,2012,12,407,33.916666666666664,1.4,Petrol,Automatic,Poor,1,3,Red,SUV,0,34.4,10050,10050.0,Mid-Range,Economy,0.7048458149779735,0.2951541850220265,564,0.026923076923076925,1.0,Dataset1_Kaggle_Style
Honda,Pilot,2013,11,464,42.18181818181818,4.0,Hybrid,Automatic,Fair,2,4,Silver,Convertible,0,35.0,28386,28386.0,Premium,Mid-Market,0.43662922240304847,0.5633707775969515,720,0.0784313725490196,1.0,Dataset1_Kaggle_Style
Volkswagen,Beetle,2007,17,30861,1815.3529411764705,3.0,Electric,Automatic,Good,3,3,Black,SUV,0,139.0,26947,26947.0,Premium,Mid-Market,0.5578617487325053,0.44213825126749473,660,0.05263157894736842,1.0,Dataset1_Kaggle_Style
Ford,F-150,2006,18,33504,1861.3333333333333,1.4,Petrol,Automatic,Fair,2,3,Brown,Wagon,0,30.4,7090,7090.0,Budget,Budget,0.8354606637270828,0.16453933627291717,564,0.02413793103448276,1.0,Dataset1_Kaggle_Style
Audi,Q5,2011,13,1141,87.76923076923077,1.2,Petrol,Manual,Excellent,4,3,Brown,Convertible,1,34.2,40979,40979.0,Premium,Luxury,0.38818137028023714,0.6118186297197629,827,0.022641509433962263,1.0,Dataset1_Kaggle_Style
Volkswagen,Passat,2009,15,58066,3871.0666666666666,2.7,Petrol,Manual,Good,3,2,Brown,Sedan,0,25.2,16506,16506.0,Mid-Range,Economy,0.6450780544445878,0.35492194555541223,642,0.04909090909090909,1.0,Dataset1_Kaggle_Style
Nissan,Sentra,2009,15,17407,1160.4666666666667,2.0,Diesel,Manual,Good,3,0,Silver,SUV,0,35.0,17379,17379.0,Mid-Range,Economy,0.6331919204710947,0.36680807952890526,600,0.03636363636363636,1.0,Dataset1_Kaggle_Style
Nissan,Titan,2017,7,41036,5862.285714285715,2.7,Diesel,Automatic,Good,3,5,Green,Convertible,0,37.6,24828,24828.0,Mid-Range,Mid-Market,0.3605645410528484,0.6394354589471516,834,0.0574468085106383,1.0,Dataset1_Kaggle_Style
Mercedes,C-Class,2010,14,17899,1278.5,2.4,Electric,Automatic,Excellent,4,1,Blue,Convertible,1,124.0,83912,83912.0,Luxury,Luxury,0.2501965830295232,0.7498034169704768,936,0.044444444444444446,1.0,Dataset1_Kaggle_Style
